no.,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DHL WH,DSV Indoor,DSV Al Markaz,AAA Storage,DSV Outdoor,DSV MZP,MOSB,Hauler Indoor,JDN MZD,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh handling,site handling,total handling,minus,final handling,SQM,Vendor,Source_Vendor,MOSB.1,Source_File,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location
1,,HVDC-ADOPT-SIM-0001,ALL,SCT-19LT-PRC-PO-005,HVDC-ADOPT-SIM-0001,28.0,Outdoor,LV Cable,,,,55.22,20389,26633.0,Non Stackable,8544 4999,EUR,235427.37,Eugen Maersk,BELGIUM,Antwerp,Khalifa port,2024-02-09,2024-03-14,,,,,,,,,,,,,,2024-04-04,"Case List, RIL",,1.0,site,AGI,2024-04-04,site,0,1,1,1,2,,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,AGI
2,,HVDC-ADOPT-SIM-0002,SHU,SCT-19LT-PRC-PO-004,SIEFA0044602823001,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,567,867.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,"Case List, RIL",,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
3,,HVDC-ADOPT-SIM-0002,SHU,SCT-19LT-PRC-PO-004,SIEFA0044602823002,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,486,786.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,"Case List, RIL",,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
4,,HVDC-ADOPT-SIM-0002,MIR,SCT-19LT-PRC-PO-004,SIEFA0044602823003,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,605,905.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,"Case List, RIL",,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,MIR
5,,HVDC-ADOPT-SIM-0002,MIR,SCT-19LT-PRC-PO-004,SIEFA0044602823004,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,502,802.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,"Case List, RIL",,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,MIR
6,,HVDC-ADOPT-SIM-0002,SHU,SCT-19LT-PRC-PO-004,SIEFA0044602823005,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,571,871.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,"Case List, RIL",,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
7,,HVDC-ADOPT-SIM-0002,SHU,SCT-19LT-PRC-PO-004,SIEFA0044602823006,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,501,801.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,"Case List, RIL",,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
8,,HVDC-ADOPT-SIM-0002,MIR,SCT-19LT-PRC-PO-004,SIEFA0044602823007,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,570,870.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,"Case List, RIL",,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,MIR
9,,HVDC-ADOPT-SIM-0002,MIR,SCT-19LT-PRC-PO-004,SIEFA0044602823008,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,523,823.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,"Case List, RIL",,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,MIR
10,,HVDC-ADOPT-SIM-0003,DAS,4510188107,HVDC-ADOPT-SIM-0003-1,1.0,Outdoor,GIS Wall Opening Sealing Covers,130.0,100.0,90.0,1.17,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,,,2024-05-24,,"Case List, RIL",,1.0,site,DAS,2024-05-24,site,0,1,1,1,2,1.3,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
11,,HVDC-ADOPT-SIM-0003,AGI,4510188107,HVDC-ADOPT-SIM-0003-2,1.0,Outdoor,GIS Wall Opening Sealing Covers,130.0,100.0,90.0,1.17,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,,,,2024-05-24,"Case List, RIL",,1.0,site,AGI,2024-05-24,site,0,1,1,1,2,1.3,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,AGI
12,,HVDC-ADOPT-SIM-0003,MIR,4510188107,HVDC-ADOPT-SIM-0003-3,1.0,Outdoor,GIS Wall Opening Sealing Covers,120.0,120.0,130.0,1.872,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,2024-05-29,,,,"Case List, RIL",,1.0,site,MIR,2024-05-29,site,0,1,1,1,2,1.44,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,MIR
13,,HVDC-ADOPT-SIM-0003,SHU,4510188107,HVDC-ADOPT-SIM-0003-4,1.0,Outdoor,GIS Wall Opening Sealing Covers,120.0,120.0,130.0,1.872,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,,2024-05-27,,,"Case List, RIL",,1.0,site,SHU,2024-05-27,site,0,1,1,1,2,1.44,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
14,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#1,1.0,Indoor,(=C00+R11) 400kv Main 2 BBP & BFP Panel -1,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
15,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#2,1.0,Indoor,(=C00+R12) 400kv Main 2 BBP & BFP Panel -1,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
16,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#3,1.0,Indoor,(=C00+R13) 400kv Main 2 BBP & BFP Panel -3,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
17,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#4,1.0,Indoor,400kv Converter TR. FDR. Relay Panel (=C02+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
18,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#5,1.0,Indoor,400kv Bus Cuopler 1A-2A Relay Panel (=C03+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
19,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#6,1.0,Indoor,400kv Cable Feeder Relay Panel (=C04+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
20,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#7,1.0,Indoor,400kv Cable Feeder Relay Panel (=C04+R02,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
21,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#8,1.0,Indoor,400kv Bus Section 1A-1B Relay Panel (=C05+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
22,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#9,1.0,Indoor,400kv Bus Section 2A-2B Relay Panel (=C06+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
23,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#10,1.0,Indoor,400kv Cable Feeder Relay Panel (=C07+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
24,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#11,1.0,Indoor,400kv Cable Feeder Relay Panel (=C07+R02,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
25,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#12,1.0,Indoor,400kv Bus Cuopler 1B-2B Relay Panel (=C08+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
26,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#13,1.0,Indoor,400kv Converter TR. FDR. Relay Panel (=C09+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
27,TSM/PL/J012/24/SR1,HVDC-ADOPT-SIM-0004,SHU,4512054443,Pallet#14,1.0,Indoor,(=C00+X1) 400kv SCMS Common Alarm Panel,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,"Case List, RIL",,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,SHU
36,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.502,1.0,Outdoor,Connection module active,233.2,167.2,172.8,6.737651711999999,730,1048.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-08-31,,"Case List, RIL",,1.0,site,DAS,2024-08-31,site,0,1,1,1,2,3.9,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
37,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.542,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
38,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.543,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
39,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.544,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
40,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.545,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
41,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.546,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
42,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.547,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
43,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.548,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
44,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.549,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-19,,"Case List, RIL",,1.0,site,DAS,2024-11-19,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
45,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.550,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,"Case List, RIL",,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,1.32,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
46,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.538,1.0,Outdoor,Connection module active,193.2,177.2,142.8,4.888763711999999,490,769.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,"Case List, RIL",,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,3.42,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
47,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.556,1.0,Outdoor,Voltage transformer,143.2,127.2,175.8,3.202204032,710,910.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-03,,"Case List, RIL",,1.0,site,DAS,2024-10-03,site,0,1,1,1,2,1.82,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
48,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.539,1.0,Outdoor,STIFFENER FOR EXPANSIONDAS-B,120.0,80.0,60.0,0.576,200,200.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-03,,"Case List, RIL",,1.0,site,DAS,2024-10-03,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
49,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.519,1.0,Outdoor,Steel support,280.0,75.0,75.0,1.575,733,733.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-12,,"Case List, RIL",,1.0,site,DAS,2024-11-12,site,0,1,1,1,2,2.1,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
50,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.520,1.0,Outdoor,Steel support,120.0,80.0,75.0,0.72,937,937.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,"Case List, RIL",,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
51,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.521,1.0,Outdoor,Steel support,120.0,80.0,55.0,0.528,1033,1033.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-09,,"Case List, RIL",,1.0,site,DAS,2024-11-09,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
52,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.522,1.0,Outdoor,Steel support,120.0,80.0,37.0,0.3552,862,862.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,"Case List, RIL",,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
53,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.523,1.0,Outdoor,Steel support,120.0,80.0,55.0,0.528,715,715.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-12,,"Case List, RIL",,1.0,site,DAS,2024-11-12,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
54,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.524,1.0,Outdoor,Steel support,130.0,80.0,80.0,0.832,954,954.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,"Case List, RIL",,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,1.04,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
55,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.525,1.0,Outdoor,Steel support,120.0,80.0,72.0,0.6912,198,198.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-09,,"Case List, RIL",,1.0,site,DAS,2024-11-09,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
56,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.526,1.0,Outdoor,Steel support,120.0,80.0,105.0,1.008,813,813.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-09,,"Case List, RIL",,1.0,site,DAS,2024-11-09,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
57,477QGP51782859 / PS02 / 45183652,HVDC-ADOPT-SIM-0005,DAS,SCT-19LT-PRC-PO-004/45183652,13OP-03028.P.01.527,1.0,Outdoor,Steel support,120.0,80.0,80.0,0.768,725,725.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-12,,"Case List, RIL",,1.0,site,DAS,2024-11-12,site,0,1,1,1,2,0.96,,SIEMENS,,SIEMENS(SIM),,1,1,0,1,Port → Site,DAS
